# Sample_ID	Tissue_General	Tissue_Specific
GTEX-11P81-0526-SM-59873	Heart	Heart - Atrial Appendage
GTEX-11TT1-1426-SM-5EGIA	Heart	Heart - Atrial Appendage
GTEX-11TUW-1126-SM-5EQKJ	Heart	Heart - Atrial Appendage
GTEX-11UD2-0926-SM-5CVL6	Heart	Heart - Atrial Appendage
GTEX-11ZTT-0526-SM-5EQLA	Heart	Heart - Atrial Appendage
GTEX-11ZUS-0326-SM-5EQ4W	Heart	Heart - Atrial Appendage
GTEX-1211K-0226-SM-59HJY	Heart	Heart - Atrial Appendage
GTEX-1212Z-0726-SM-5EGI5	Heart	Heart - Atrial Appendage
GTEX-12584-1026-SM-59HK3	Heart	Heart - Atrial Appendage
GTEX-12696-1226-SM-5FQSM	Heart	Heart - Atrial Appendage
GTEX-12BJ1-0326-SM-5FQUB	Heart	Heart - Atrial Appendage
GTEX-12WSA-1126-SM-5EGKU	Heart	Heart - Atrial Appendage
GTEX-12WSC-1026-SM-5EQ5Y	Heart	Heart - Atrial Appendage
GTEX-12WSD-1226-SM-5HL9Q	Heart	Heart - Atrial Appendage
GTEX-12WSE-0926-SM-5S2VX	Heart	Heart - Atrial Appendage
GTEX-12WSG-1226-SM-5EQ4C	Heart	Heart - Atrial Appendage
GTEX-12WSI-0426-SM-5EQ5J	Heart	Heart - Atrial Appendage
GTEX-12WSK-0526-SM-5CVNA	Heart	Heart - Atrial Appendage
GTEX-12WSN-0226-SM-5DUXH	Heart	Heart - Atrial Appendage
GTEX-12ZZX-0726-SM-5EGKA	Heart	Heart - Atrial Appendage
GTEX-12ZZY-1226-SM-5GCNK	Heart	Heart - Atrial Appendage
GTEX-13112-0526-SM-5EQ4S	Heart	Heart - Atrial Appendage
GTEX-1313W-1126-SM-5EQ5U	Heart	Heart - Atrial Appendage
GTEX-131XE-0526-SM-5K7YT	Heart	Heart - Atrial Appendage
GTEX-131XF-0426-SM-5HL7U	Heart	Heart - Atrial Appendage
GTEX-131XG-0526-SM-5DUWF	Heart	Heart - Atrial Appendage
GTEX-131YS-0826-SM-5PNYV	Heart	Heart - Atrial Appendage
GTEX-132AR-1926-SM-5EGK5	Heart	Heart - Atrial Appendage
GTEX-132NY-1426-SM-5J1MJ	Heart	Heart - Atrial Appendage
GTEX-132Q8-1126-SM-5K7XS	Heart	Heart - Atrial Appendage
GTEX-132QS-0526-SM-5IJC7	Heart	Heart - Atrial Appendage
GTEX-1339X-0326-SM-5K7Z8	Heart	Heart - Atrial Appendage
GTEX-1399R-1726-SM-5K7YJ	Heart	Heart - Atrial Appendage
GTEX-1399S-0826-SM-5KM23	Heart	Heart - Atrial Appendage
GTEX-1399T-0726-SM-5J1MH	Heart	Heart - Atrial Appendage
GTEX-1399U-0726-SM-5KM1D	Heart	Heart - Atrial Appendage
GTEX-139TU-1926-SM-5J2OC	Heart	Heart - Atrial Appendage
GTEX-139YR-0526-SM-5L3DG	Heart	Heart - Atrial Appendage
GTEX-13CF2-0226-SM-5L3DV	Heart	Heart - Atrial Appendage
GTEX-13D11-1526-SM-5J2NA	Heart	Heart - Atrial Appendage
GTEX-13FH7-0826-SM-5J2NW	Heart	Heart - Atrial Appendage
GTEX-13FHO-1226-SM-5L3EF	Heart	Heart - Atrial Appendage
GTEX-13FHP-0826-SM-5K7V5	Heart	Heart - Atrial Appendage
GTEX-13FTW-0826-SM-5K7XR	Heart	Heart - Atrial Appendage
GTEX-13JUV-0226-SM-5IJCC	Heart	Heart - Atrial Appendage
GTEX-13JVG-1126-SM-5KM2M	Heart	Heart - Atrial Appendage
GTEX-13N11-0726-SM-5L3DP	Heart	Heart - Atrial Appendage
GTEX-13N1W-0926-SM-5MR36	Heart	Heart - Atrial Appendage
GTEX-13NYB-0326-SM-5IJDP	Heart	Heart - Atrial Appendage
GTEX-13NYS-1926-SM-5IJCB	Heart	Heart - Atrial Appendage
GTEX-13NZ9-0126-SM-5K7XV	Heart	Heart - Atrial Appendage
GTEX-13NZA-0826-SM-5K7WS	Heart	Heart - Atrial Appendage
GTEX-13NZB-0426-SM-5KM26	Heart	Heart - Atrial Appendage
GTEX-13O1R-0926-SM-5L3DS	Heart	Heart - Atrial Appendage
GTEX-13O21-0326-SM-5J1N9	Heart	Heart - Atrial Appendage
GTEX-13O3O-1426-SM-5KM2S	Heart	Heart - Atrial Appendage
GTEX-13O3P-1426-SM-5L3DT	Heart	Heart - Atrial Appendage
GTEX-13O61-0426-SM-5L3ET	Heart	Heart - Atrial Appendage
GTEX-13OVG-0426-SM-5KM2T	Heart	Heart - Atrial Appendage
GTEX-13OVI-0326-SM-5K7X1	Heart	Heart - Atrial Appendage
GTEX-13OW5-0926-SM-5L3GZ	Heart	Heart - Atrial Appendage
GTEX-13OW6-0926-SM-5L3GM	Heart	Heart - Atrial Appendage
GTEX-13OW7-1626-SM-5IJDH	Heart	Heart - Atrial Appendage
GTEX-13PL6-0826-SM-5IJBI	Heart	Heart - Atrial Appendage
GTEX-13PL7-0726-SM-5KM1S	Heart	Heart - Atrial Appendage
GTEX-13PVQ-1326-SM-5LU4J	Heart	Heart - Atrial Appendage
GTEX-13PVR-0926-SM-5S2RB	Heart	Heart - Atrial Appendage
GTEX-13QBU-0226-SM-5LU48	Heart	Heart - Atrial Appendage
GTEX-13S86-0326-SM-5SI6K	Heart	Heart - Atrial Appendage
GTEX-13SLW-0826-SM-5QGP7	Heart	Heart - Atrial Appendage
GTEX-13SLX-0926-SM-5S2NM	Heart	Heart - Atrial Appendage
GTEX-13U4I-0626-SM-5LU5L	Heart	Heart - Atrial Appendage
GTEX-13VXT-0726-SM-5SIAD	Heart	Heart - Atrial Appendage
GTEX-13W3W-0526-SM-5LU3X	Heart	Heart - Atrial Appendage
GTEX-1445S-1226-SM-5O9BF	Heart	Heart - Atrial Appendage
GTEX-144GL-1026-SM-5O99R	Heart	Heart - Atrial Appendage
GTEX-145LS-1326-SM-5Q5EP	Heart	Heart - Atrial Appendage
GTEX-145LV-0226-SM-5S2QG	Heart	Heart - Atrial Appendage
GTEX-145MN-0726-SM-5NQBH	Heart	Heart - Atrial Appendage
GTEX-146FH-1126-SM-5NQAT	Heart	Heart - Atrial Appendage
GTEX-146FR-0926-SM-5QGPE	Heart	Heart - Atrial Appendage
GTEX-1477Z-1126-SM-5P9GK	Heart	Heart - Atrial Appendage
GTEX-147JS-1326-SM-5SI6D	Heart	Heart - Atrial Appendage
GTEX-14A5I-1026-SM-5Q5E3	Heart	Heart - Atrial Appendage
GTEX-14A6H-0326-SM-5NQAN	Heart	Heart - Atrial Appendage
GTEX-14ASI-0826-SM-5Q5EB	Heart	Heart - Atrial Appendage
GTEX-14BIM-2726-SM-5Q5EG	Heart	Heart - Atrial Appendage
GTEX-14BMV-1026-SM-5SI6B	Heart	Heart - Atrial Appendage
GTEX-14C39-0726-SM-5RQIK	Heart	Heart - Atrial Appendage
GTEX-14E6C-0326-SM-5Q5EE	Heart	Heart - Atrial Appendage
GTEX-U8XE-0926-SM-3DB8V	Heart	Heart - Atrial Appendage
GTEX-UPK5-0226-SM-3GAEV	Heart	Heart - Atrial Appendage
GTEX-V1D1-0626-SM-4JBHN	Heart	Heart - Atrial Appendage
GTEX-V955-0826-SM-5SI82	Heart	Heart - Atrial Appendage
GTEX-VUSG-0726-SM-3GIK1	Heart	Heart - Atrial Appendage
GTEX-W5X1-0826-SM-3GILN	Heart	Heart - Atrial Appendage
GTEX-WEY5-0226-SM-3GIKN	Heart	Heart - Atrial Appendage
GTEX-WFG7-0826-SM-3GIKU	Heart	Heart - Atrial Appendage
GTEX-WFG8-0726-SM-3GILP	Heart	Heart - Atrial Appendage
GTEX-WFON-0226-SM-3GIKR	Heart	Heart - Atrial Appendage
GTEX-WH7G-0326-SM-3NMBH	Heart	Heart - Atrial Appendage
GTEX-WHPG-1026-SM-3NMBA	Heart	Heart - Atrial Appendage
GTEX-WHSE-0826-SM-4SOJU	Heart	Heart - Atrial Appendage
GTEX-WHWD-0326-SM-3LK6L	Heart	Heart - Atrial Appendage
GTEX-WI4N-0726-SM-3TW93	Heart	Heart - Atrial Appendage
GTEX-WK11-0626-SM-3NMAV	Heart	Heart - Atrial Appendage
GTEX-WL46-0726-SM-3LK5Z	Heart	Heart - Atrial Appendage
GTEX-WOFL-1226-SM-4OOST	Heart	Heart - Atrial Appendage
GTEX-WQUQ-1326-SM-3MJFF	Heart	Heart - Atrial Appendage
GTEX-WRHU-1026-SM-4E3ID	Heart	Heart - Atrial Appendage
GTEX-WY7C-1126-SM-3NB3A	Heart	Heart - Atrial Appendage
GTEX-WYBS-1226-SM-3NM9N	Heart	Heart - Atrial Appendage
GTEX-WYJK-1126-SM-3NM9Z	Heart	Heart - Atrial Appendage
GTEX-X261-0926-SM-3NMCY	Heart	Heart - Atrial Appendage
GTEX-X3Y1-0226-SM-3P5Z5	Heart	Heart - Atrial Appendage
GTEX-X4EP-0326-SM-3P5Z6	Heart	Heart - Atrial Appendage
GTEX-X4XX-1126-SM-3NMBY	Heart	Heart - Atrial Appendage
GTEX-X5EB-0626-SM-46MVQ	Heart	Heart - Atrial Appendage
GTEX-X62O-0826-SM-46MW8	Heart	Heart - Atrial Appendage
GTEX-XBEC-1226-SM-4AT65	Heart	Heart - Atrial Appendage
GTEX-XGQ4-0526-SM-4AT6C	Heart	Heart - Atrial Appendage
GTEX-XLM4-2026-SM-4AT4X	Heart	Heart - Atrial Appendage
GTEX-XOT4-1126-SM-4B66E	Heart	Heart - Atrial Appendage
GTEX-XPT6-0226-SM-4B65L	Heart	Heart - Atrial Appendage
GTEX-XPVG-0726-SM-4B658	Heart	Heart - Atrial Appendage
GTEX-XQ3S-0526-SM-4BOQA	Heart	Heart - Atrial Appendage
GTEX-XQ8I-0226-SM-4BOPM	Heart	Heart - Atrial Appendage
GTEX-XUJ4-0626-SM-4BOOO	Heart	Heart - Atrial Appendage
GTEX-XV7Q-0726-SM-4BRV6	Heart	Heart - Atrial Appendage
GTEX-XXEK-2026-SM-4BRVE	Heart	Heart - Atrial Appendage
GTEX-XYKS-0226-SM-4BRW3	Heart	Heart - Atrial Appendage
GTEX-Y114-0126-SM-4TT8K	Heart	Heart - Atrial Appendage
GTEX-Y3I4-0526-SM-4TT6X	Heart	Heart - Atrial Appendage
GTEX-Y3IK-1026-SM-51MR7	Heart	Heart - Atrial Appendage
GTEX-Y5V5-0726-SM-4VBPY	Heart	Heart - Atrial Appendage
GTEX-Y8E4-0426-SM-4V6GB	Heart	Heart - Atrial Appendage
GTEX-YB5K-0226-SM-5IFJE	Heart	Heart - Atrial Appendage
GTEX-YEC3-0426-SM-4YCEP	Heart	Heart - Atrial Appendage
GTEX-YEC4-0226-SM-4W1YG	Heart	Heart - Atrial Appendage
GTEX-YECK-1226-SM-4W21G	Heart	Heart - Atrial Appendage
GTEX-YF7O-0526-SM-5P9IO	Heart	Heart - Atrial Appendage
GTEX-YFC4-0426-SM-4TT3J	Heart	Heart - Atrial Appendage
GTEX-YJ8O-0826-SM-5CVM3	Heart	Heart - Atrial Appendage
GTEX-Z93S-0326-SM-5HL84	Heart	Heart - Atrial Appendage
GTEX-ZAB4-0926-SM-5CVN4	Heart	Heart - Atrial Appendage
GTEX-ZAB5-0126-SM-5CVMT	Heart	Heart - Atrial Appendage
GTEX-ZAJG-0926-SM-5Q5AB	Heart	Heart - Atrial Appendage
GTEX-ZAK1-1126-SM-5PNXU	Heart	Heart - Atrial Appendage
GTEX-ZDYS-0326-SM-5HL4W	Heart	Heart - Atrial Appendage
GTEX-ZE7O-0626-SM-57WCD	Heart	Heart - Atrial Appendage
GTEX-ZF2S-0826-SM-4WWBI	Heart	Heart - Atrial Appendage
GTEX-ZF3C-1126-SM-57WEG	Heart	Heart - Atrial Appendage
GTEX-ZG7Y-1426-SM-4WWBM	Heart	Heart - Atrial Appendage
GTEX-ZGAY-0226-SM-4WWAL	Heart	Heart - Atrial Appendage
GTEX-ZLFU-0326-SM-4WWBK	Heart	Heart - Atrial Appendage
GTEX-ZPU1-0726-SM-5HL6O	Heart	Heart - Atrial Appendage
GTEX-ZT9W-0526-SM-57WFG	Heart	Heart - Atrial Appendage
GTEX-ZTPG-1326-SM-51MSQ	Heart	Heart - Atrial Appendage
GTEX-ZTTD-0626-SM-4YCCY	Heart	Heart - Atrial Appendage
GTEX-ZUA1-0726-SM-4YCD9	Heart	Heart - Atrial Appendage
GTEX-ZV7C-0526-SM-51MRB	Heart	Heart - Atrial Appendage
GTEX-ZVT2-0926-SM-5GICE	Heart	Heart - Atrial Appendage
GTEX-ZVT3-0826-SM-5GIC8	Heart	Heart - Atrial Appendage
GTEX-ZVZQ-0726-SM-51MR3	Heart	Heart - Atrial Appendage
GTEX-ZYFC-1026-SM-5GZX9	Heart	Heart - Atrial Appendage
GTEX-ZYFG-0526-SM-5GZXX	Heart	Heart - Atrial Appendage
GTEX-ZYT6-0926-SM-5GIEM	Heart	Heart - Atrial Appendage
GTEX-ZYVF-1826-SM-5E44F	Heart	Heart - Atrial Appendage
GTEX-ZYWO-0526-SM-5E45I	Heart	Heart - Atrial Appendage
GTEX-ZZPT-0926-SM-5GICZ	Heart	Heart - Atrial Appendage
GTEX-ZZPU-1126-SM-5N9CW	Heart	Heart - Atrial Appendage
GTEX-111FC-0826-SM-5GZWO	Heart	Heart - Left Ventricle
GTEX-111YS-0426-SM-5987O	Heart	Heart - Left Ventricle
GTEX-1122O-0826-SM-5GICV	Heart	Heart - Left Ventricle
GTEX-117YW-0326-SM-5N9CY	Heart	Heart - Left Ventricle
GTEX-117YX-1126-SM-5H128	Heart	Heart - Left Ventricle
GTEX-11DXX-0326-SM-5PNWC	Heart	Heart - Left Ventricle
GTEX-11DXY-0826-SM-5EGGR	Heart	Heart - Left Ventricle
GTEX-11DXZ-0626-SM-5GU77	Heart	Heart - Left Ventricle
GTEX-11EM3-0626-SM-5H12Z	Heart	Heart - Left Ventricle
GTEX-11EMC-0726-SM-5EGJO	Heart	Heart - Left Ventricle
GTEX-11GS4-0526-SM-5A5KQ	Heart	Heart - Left Ventricle
GTEX-11GSP-1326-SM-5A5KY	Heart	Heart - Left Ventricle
GTEX-11I78-0826-SM-5A5K4	Heart	Heart - Left Ventricle
GTEX-11LCK-0926-SM-5A5KA	Heart	Heart - Left Ventricle
GTEX-11O72-1126-SM-5N9E2	Heart	Heart - Left Ventricle
GTEX-11TT1-1326-SM-5PNYM	Heart	Heart - Left Ventricle
GTEX-11TUW-1026-SM-5GU7D	Heart	Heart - Left Ventricle
GTEX-11ZUS-0226-SM-5FQT8	Heart	Heart - Left Ventricle
GTEX-11ZVC-0426-SM-5CVLD	Heart	Heart - Left Ventricle
GTEX-1211K-0626-SM-5FQUZ	Heart	Heart - Left Ventricle
GTEX-1212Z-0626-SM-5FQTB	Heart	Heart - Left Ventricle
GTEX-12584-0926-SM-5FQTN	Heart	Heart - Left Ventricle
GTEX-12696-1126-SM-5FQTI	Heart	Heart - Left Ventricle
GTEX-1269C-0826-SM-5N9EM	Heart	Heart - Left Ventricle
GTEX-12BJ1-0226-SM-5LUA2	Heart	Heart - Left Ventricle
GTEX-12WSC-1126-SM-5EQ4G	Heart	Heart - Left Ventricle
GTEX-12WSD-1126-SM-5EGJD	Heart	Heart - Left Ventricle
GTEX-12WSG-0526-SM-5FQTH	Heart	Heart - Left Ventricle
GTEX-12WSK-0626-SM-5LZUJ	Heart	Heart - Left Ventricle
GTEX-12ZZY-1126-SM-5DUWQ	Heart	Heart - Left Ventricle
GTEX-12ZZZ-1726-SM-59HK5	Heart	Heart - Left Ventricle
GTEX-13112-0426-SM-5PNVC	Heart	Heart - Left Ventricle
GTEX-1313W-1426-SM-5KLZU	Heart	Heart - Left Ventricle
GTEX-1314G-0126-SM-5LZUL	Heart	Heart - Left Ventricle
GTEX-131XE-0626-SM-5HL98	Heart	Heart - Left Ventricle
GTEX-131XF-0326-SM-5DUVR	Heart	Heart - Left Ventricle
GTEX-131XG-0626-SM-5GCMP	Heart	Heart - Left Ventricle
GTEX-131XH-0226-SM-5LZVB	Heart	Heart - Left Ventricle
GTEX-132AR-2026-SM-5IJG4	Heart	Heart - Left Ventricle
GTEX-132NY-1726-SM-5EGKK	Heart	Heart - Left Ventricle
GTEX-132QS-0426-SM-5KLZ6	Heart	Heart - Left Ventricle
GTEX-1339X-0426-SM-5KLZY	Heart	Heart - Left Ventricle
GTEX-1399R-1926-SM-5K7X8	Heart	Heart - Left Ventricle
GTEX-1399S-1026-SM-5KLZ9	Heart	Heart - Left Ventricle
GTEX-1399U-0526-SM-5K7YM	Heart	Heart - Left Ventricle
GTEX-139YR-0826-SM-5LZXY	Heart	Heart - Left Ventricle
GTEX-13CF2-0426-SM-5KM1H	Heart	Heart - Left Ventricle
GTEX-13CF3-0726-SM-5J2MY	Heart	Heart - Left Ventricle
GTEX-13D11-1726-SM-5IFGQ	Heart	Heart - Left Ventricle
GTEX-13FH7-0926-SM-5J2MR	Heart	Heart - Left Ventricle
GTEX-13FLV-0926-SM-5L3DZ	Heart	Heart - Left Ventricle
GTEX-13FTW-1026-SM-5L3E3	Heart	Heart - Left Ventricle
GTEX-13FTZ-0226-SM-5K7X6	Heart	Heart - Left Ventricle
GTEX-13N11-0426-SM-5KM3O	Heart	Heart - Left Ventricle
GTEX-13N1W-1026-SM-5IJC5	Heart	Heart - Left Ventricle
GTEX-13NZB-0226-SM-5KM1T	Heart	Heart - Left Ventricle
GTEX-13O1R-1226-SM-5J1NU	Heart	Heart - Left Ventricle
GTEX-13O21-2326-SM-5MR3X	Heart	Heart - Left Ventricle
GTEX-13O3O-1526-SM-5KM1C	Heart	Heart - Left Ventricle
GTEX-13O3P-1626-SM-5K7X3	Heart	Heart - Left Ventricle
GTEX-13O61-0526-SM-5J2M1	Heart	Heart - Left Ventricle
GTEX-13OVG-0526-SM-5K7YD	Heart	Heart - Left Ventricle
GTEX-13OVL-0526-SM-5KLZQ	Heart	Heart - Left Ventricle
GTEX-13OW6-1126-SM-5L3HL	Heart	Heart - Left Ventricle
GTEX-13OW8-2126-SM-5J1OS	Heart	Heart - Left Ventricle
GTEX-13PVQ-1226-SM-5IJDC	Heart	Heart - Left Ventricle
GTEX-13PVR-1026-SM-5QGQW	Heart	Heart - Left Ventricle
GTEX-13QBU-0426-SM-5J2O4	Heart	Heart - Left Ventricle
GTEX-13RTJ-0726-SM-5QGQN	Heart	Heart - Left Ventricle
GTEX-13S86-0226-SM-5S2PJ	Heart	Heart - Left Ventricle
GTEX-13U4I-0826-SM-5SIBD	Heart	Heart - Left Ventricle
GTEX-13VXT-1126-SM-5LU3A	Heart	Heart - Left Ventricle
GTEX-13W3W-0426-SM-5SI9D	Heart	Heart - Left Ventricle
GTEX-13X6H-0426-SM-5LU4E	Heart	Heart - Left Ventricle
GTEX-13X6I-1426-SM-5SI9Z	Heart	Heart - Left Ventricle
GTEX-13X6K-1826-SM-5O9CR	Heart	Heart - Left Ventricle
GTEX-13YAN-1326-SM-5Q5F1	Heart	Heart - Left Ventricle
GTEX-145LV-0326-SM-5Q5BW	Heart	Heart - Left Ventricle
GTEX-145MN-0626-SM-5QGRH	Heart	Heart - Left Ventricle
GTEX-145MO-1126-SM-5NQBX	Heart	Heart - Left Ventricle
GTEX-146FH-1026-SM-5RQIF	Heart	Heart - Left Ventricle
GTEX-146FR-0626-SM-5RQJ1	Heart	Heart - Left Ventricle
GTEX-147F4-1226-SM-5NQAY	Heart	Heart - Left Ventricle
GTEX-148VI-0326-SM-5RQK7	Heart	Heart - Left Ventricle
GTEX-1497J-1226-SM-5Q5BL	Heart	Heart - Left Ventricle
GTEX-14A6H-0226-SM-5Q5DX	Heart	Heart - Left Ventricle
GTEX-14C38-1426-SM-5RQHZ	Heart	Heart - Left Ventricle
GTEX-14C5O-1326-SM-5S2UW	Heart	Heart - Left Ventricle
GTEX-N7MS-0826-SM-2HML4	Heart	Heart - Left Ventricle
GTEX-NFK9-0926-SM-2HMJU	Heart	Heart - Left Ventricle
GTEX-NPJ8-0426-SM-2HMK6	Heart	Heart - Left Ventricle
GTEX-O5YT-0326-SM-32PKA	Heart	Heart - Left Ventricle
GTEX-O5YV-0326-SM-2I5H2	Heart	Heart - Left Ventricle
GTEX-O5YW-0326-SM-2I5EI	Heart	Heart - Left Ventricle
GTEX-OHPK-0326-SM-2HMJO	Heart	Heart - Left Ventricle
GTEX-OHPL-0326-SM-33HC8	Heart	Heart - Left Ventricle
GTEX-OHPM-0326-SM-33HCA	Heart	Heart - Left Ventricle
GTEX-OIZG-1126-SM-2HMIU	Heart	Heart - Left Ventricle
GTEX-OIZH-0326-SM-2HMKC	Heart	Heart - Left Ventricle
GTEX-OOBJ-0326-SM-33HBO	Heart	Heart - Left Ventricle
GTEX-OXRK-0826-SM-2HMK7	Heart	Heart - Left Ventricle
GTEX-OXRL-0326-SM-2I3F2	Heart	Heart - Left Ventricle
GTEX-P44H-0726-SM-48TBT	Heart	Heart - Left Ventricle
GTEX-P4PP-0326-SM-33HC4	Heart	Heart - Left Ventricle
GTEX-P4PQ-0326-SM-2HMJ8	Heart	Heart - Left Ventricle
GTEX-P4QS-0326-SM-2I3EU	Heart	Heart - Left Ventricle
GTEX-P78B-0426-SM-2I5F5	Heart	Heart - Left Ventricle
GTEX-PLZ5-0626-SM-2I5F8	Heart	Heart - Left Ventricle
GTEX-POMQ-0326-SM-2I5FO	Heart	Heart - Left Ventricle
GTEX-PSDG-0926-SM-2I5FP	Heart	Heart - Left Ventricle
GTEX-PVOW-0426-SM-5MR5R	Heart	Heart - Left Ventricle
GTEX-PWCY-0526-SM-5P9HG	Heart	Heart - Left Ventricle
GTEX-PWOO-0526-SM-2S1Q3	Heart	Heart - Left Ventricle
GTEX-PX3G-0326-SM-2I3EO	Heart	Heart - Left Ventricle
GTEX-Q2AH-0526-SM-2I3ED	Heart	Heart - Left Ventricle
GTEX-QDVJ-0426-SM-2I5FW	Heart	Heart - Left Ventricle
GTEX-QDVN-0326-SM-2I3FS	Heart	Heart - Left Ventricle
GTEX-QEG4-0426-SM-33HC3	Heart	Heart - Left Ventricle
GTEX-QEG5-0926-SM-2TC64	Heart	Heart - Left Ventricle
GTEX-QEL4-0926-SM-3GAD1	Heart	Heart - Left Ventricle
GTEX-QESD-0526-SM-2I5G5	Heart	Heart - Left Ventricle
GTEX-QLQ7-0526-SM-2I5G3	Heart	Heart - Left Ventricle
GTEX-QMRM-0526-SM-2I5GA	Heart	Heart - Left Ventricle
GTEX-QV44-0526-SM-2S1RE	Heart	Heart - Left Ventricle
GTEX-R45C-0926-SM-3GAD4	Heart	Heart - Left Ventricle
GTEX-R53T-0926-SM-3GADH	Heart	Heart - Left Ventricle
GTEX-R55C-0326-SM-3GAF1	Heart	Heart - Left Ventricle
GTEX-R55E-1026-SM-2TC5S	Heart	Heart - Left Ventricle
GTEX-R55G-0526-SM-2TC5O	Heart	Heart - Left Ventricle
GTEX-REY6-1026-SM-2TF4Y	Heart	Heart - Left Ventricle
GTEX-RNOR-0826-SM-2TF5C	Heart	Heart - Left Ventricle
GTEX-RTLS-0826-SM-2TF5Q	Heart	Heart - Left Ventricle
GTEX-RU72-0326-SM-2TF5T	Heart	Heart - Left Ventricle
GTEX-RUSQ-0526-SM-2TF72	Heart	Heart - Left Ventricle
GTEX-RWS6-0326-SM-2XCAP	Heart	Heart - Left Ventricle
GTEX-RWSA-0626-SM-2XCBD	Heart	Heart - Left Ventricle
GTEX-S32W-0626-SM-2XCBG	Heart	Heart - Left Ventricle
GTEX-S33H-0526-SM-5SI83	Heart	Heart - Left Ventricle
GTEX-S3XE-0426-SM-3K2AC	Heart	Heart - Left Ventricle
GTEX-S7SF-0526-SM-3K2BC	Heart	Heart - Left Ventricle
GTEX-SE5C-0626-SM-2XCDV	Heart	Heart - Left Ventricle
GTEX-SIU7-0426-SM-2XCDX	Heart	Heart - Left Ventricle
GTEX-SIU8-0826-SM-2XCDQ	Heart	Heart - Left Ventricle
GTEX-SNMC-0126-SM-2XCFO	Heart	Heart - Left Ventricle
GTEX-SUCS-0326-SM-32PLL	Heart	Heart - Left Ventricle
GTEX-T2IS-0426-SM-32QPE	Heart	Heart - Left Ventricle
GTEX-T6MN-0926-SM-32PLX	Heart	Heart - Left Ventricle
GTEX-U3ZH-0326-SM-3DB7A	Heart	Heart - Left Ventricle
GTEX-U3ZN-1426-SM-3DB87	Heart	Heart - Left Ventricle
GTEX-U4B1-0326-SM-3DB8K	Heart	Heart - Left Ventricle
GTEX-U8XE-1126-SM-3DB8W	Heart	Heart - Left Ventricle
GTEX-UJHI-0426-SM-3DB8Y	Heart	Heart - Left Ventricle
GTEX-UJMC-0526-SM-3GAE3	Heart	Heart - Left Ventricle
GTEX-UPK5-0326-SM-5SI81	Heart	Heart - Left Ventricle
GTEX-V1D1-0526-SM-4JBGW	Heart	Heart - Left Ventricle
GTEX-V955-0726-SM-3GAFG	Heart	Heart - Left Ventricle
GTEX-WEY5-0426-SM-3GIKT	Heart	Heart - Left Ventricle
GTEX-WFG7-0726-SM-3GIKO	Heart	Heart - Left Ventricle
GTEX-WFG8-0626-SM-3GILJ	Heart	Heart - Left Ventricle
GTEX-WFON-0326-SM-3GIKX	Heart	Heart - Left Ventricle
GTEX-WH7G-0426-SM-3NMBJ	Heart	Heart - Left Ventricle
GTEX-WHPG-0826-SM-3NMBF	Heart	Heart - Left Ventricle
GTEX-WHSE-0926-SM-3NMBS	Heart	Heart - Left Ventricle
GTEX-WHWD-0426-SM-3LK83	Heart	Heart - Left Ventricle
GTEX-WI4N-0626-SM-3TW8Z	Heart	Heart - Left Ventricle
GTEX-WL46-0926-SM-3LK7T	Heart	Heart - Left Ventricle
GTEX-WQUQ-1426-SM-3MJFD	Heart	Heart - Left Ventricle
GTEX-WRHU-1226-SM-4E3IJ	Heart	Heart - Left Ventricle
GTEX-WWYW-1326-SM-3NB2S	Heart	Heart - Left Ventricle
GTEX-WY7C-0526-SM-3NB3D	Heart	Heart - Left Ventricle
GTEX-WYJK-1026-SM-3NM8W	Heart	Heart - Left Ventricle
GTEX-WZTO-1326-SM-3NM8X	Heart	Heart - Left Ventricle
GTEX-X15G-0426-SM-4PQZ6	Heart	Heart - Left Ventricle
GTEX-X3Y1-0426-SM-3P5Z4	Heart	Heart - Left Ventricle
GTEX-X8HC-1626-SM-46MWE	Heart	Heart - Left Ventricle
GTEX-XBEC-1326-SM-4AT69	Heart	Heart - Left Ventricle
GTEX-XBED-0526-SM-47JY3	Heart	Heart - Left Ventricle
GTEX-XGQ4-0326-SM-4GIEE	Heart	Heart - Left Ventricle
GTEX-XPT6-0126-SM-4B65S	Heart	Heart - Left Ventricle
GTEX-XPVG-0826-SM-4B654	Heart	Heart - Left Ventricle
GTEX-XQ3S-0626-SM-4BOOB	Heart	Heart - Left Ventricle
GTEX-XQ8I-0126-SM-4BOPL	Heart	Heart - Left Ventricle
GTEX-XUJ4-0526-SM-4BOON	Heart	Heart - Left Ventricle
GTEX-XV7Q-0826-SM-4BRV7	Heart	Heart - Left Ventricle
GTEX-XXEK-0926-SM-4BRWH	Heart	Heart - Left Ventricle
GTEX-Y114-0226-SM-4TT8W	Heart	Heart - Left Ventricle
GTEX-Y3I4-0626-SM-4TT7A	Heart	Heart - Left Ventricle
GTEX-Y3IK-0826-SM-51MT8	Heart	Heart - Left Ventricle
GTEX-Y5V5-0626-SM-4VBPX	Heart	Heart - Left Ventricle
GTEX-Y5V6-0826-SM-4VBRU	Heart	Heart - Left Ventricle
GTEX-Y8E4-0326-SM-4VBRR	Heart	Heart - Left Ventricle
GTEX-YB5K-0126-SM-5IFJ2	Heart	Heart - Left Ventricle
GTEX-YEC3-0726-SM-4YCD1	Heart	Heart - Left Ventricle
